Id,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd
1390,Norm,Norm,1Fam,1.5Fin,6,6,1941,1950
1391,Norm,Norm,1Fam,1Story,7,5,2000,2000
1392,Norm,Norm,Duplex,1Story,5,5,1967,1967
1393,Norm,Norm,1Fam,SFoyer,5,5,1967,1967
1394,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000
1395,Norm,Norm,TwnhsE,1Story,7,5,2006,2006
1396,Norm,Norm,1Fam,2Story,8,5,2005,2006
1397,Norm,Norm,1Fam,1Story,5,5,1948,1950
1398,Norm,Norm,1Fam,2Story,5,8,1920,2004
1399,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982
1400,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990
1401,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950
1402,Norm,Norm,1Fam,2Story,6,5,2004,2004
1403,Norm,Norm,1Fam,1Story,7,5,2006,2006
1404,RRAn,Norm,1Fam,1Story,8,5,2007,2007
1405,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950
1406,Norm,Norm,TwnhsE,1Story,8,5,2004,2005
1407,Norm,Norm,1Fam,SFoyer,5,7,1972,2007
1408,Norm,Norm,1Fam,1Story,5,5,1985,1985
1409,Norm,Norm,1Fam,2Story,4,7,1910,1950
1410,Norm,Norm,1Fam,2Story,7,6,1986,1991
1411,Norm,Norm,1Fam,2Story,7,5,2001,2001
1412,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005
1413,Norm,Norm,Duplex,1Story,4,5,1949,1950
1414,Norm,Norm,1Fam,1Story,8,5,2005,2006
1415,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000
1416,Norm,Norm,TwnhsE,1Story,7,5,2007,2007
1417,Norm,Norm,2fmCon,2Story,4,6,1885,1950
1418,Norm,Norm,1Fam,2Story,8,5,1998,1998
1419,Norm,Norm,1Fam,1Story,5,5,1963,1963
1420,Norm,Norm,1Fam,1Story,6,5,1969,1969
1421,Norm,Norm,1Fam,2Story,6,6,1968,1968
1422,Norm,Norm,TwnhsE,1Story,6,5,1977,1977
1423,Norm,Norm,TwnhsE,1Story,6,5,2003,2003
1424,Norm,Norm,1Fam,SLvl,6,7,1966,1966
1425,Norm,Norm,1Fam,1Story,5,5,1958,1983
1426,Norm,Norm,1Fam,1Story,6,6,1959,1959
1427,Norm,Norm,1Fam,2Story,7,5,1994,1994
1428,Artery,Norm,1Fam,1.5Fin,5,6,1945,1950
1429,Norm,Norm,1Fam,1Story,5,7,1940,1992
1430,Norm,Norm,1Fam,1Story,6,7,1981,1981
1431,RRAn,Norm,1Fam,2Story,5,5,2005,2005
1432,Norm,Norm,TwnhsE,1Story,6,6,1976,1976
1433,Norm,Norm,1Fam,1Story,4,6,1927,2007
1434,Norm,Norm,1Fam,2Story,6,5,2000,2000
1435,Norm,Norm,1Fam,1Story,5,5,1977,1977
1436,Norm,Norm,1Fam,1Story,6,9,1962,2005
1437,Norm,Norm,1Fam,1Story,4,6,1971,1971
1438,Norm,Norm,1Fam,1Story,8,5,2008,2008
1439,Artery,Norm,1Fam,1Story,6,7,1957,1996
1440,Norm,Norm,1Fam,SLvl,7,6,1979,1979
1441,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994
1442,Norm,Norm,TwnhsE,1Story,6,5,2004,2004
1443,Norm,Norm,1Fam,2Story,10,5,2008,2008
1444,Norm,Norm,1Fam,1.5Unf,6,6,1916,1950
1445,Norm,Norm,1Fam,1Story,7,5,2004,2004
1446,Norm,Norm,1Fam,SFoyer,6,5,1966,1966
1447,Norm,Norm,1Fam,1Story,5,7,1962,1962
1448,Norm,Norm,1Fam,2Story,8,5,1995,1996
1449,Norm,Norm,1Fam,2Story,4,7,1910,2000
1450,Norm,Norm,Twnhs,SFoyer,5,7,1970,1970
1451,Norm,Norm,Duplex,2Story,5,5,1974,1974
1452,Norm,Norm,1Fam,1Story,8,5,2008,2009
1453,Norm,Norm,TwnhsE,SLvl,5,5,2005,2005
1454,Norm,Norm,1Fam,1Story,5,5,2006,2006
1455,Norm,Norm,1Fam,1Story,7,5,2004,2005
1456,Norm,Norm,1Fam,2Story,6,5,1999,2000
1457,Norm,Norm,1Fam,1Story,6,6,1978,1988
1458,Norm,Norm,1Fam,2Story,7,9,1941,2006
1459,Norm,Norm,1Fam,1Story,5,6,1950,1996
1460,Norm,Norm,1Fam,1Story,5,6,1965,1965
