Id,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThrSsnPorch,ScreenPorch
1093,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Rec,423,Unf,0,758,1181,Detchd,1925,Unf,2,576,TA,TA,Y,342,0,128,0,0
1094,Hip,CompShg,MetalSd,MetalSd,BrkFace,166,TA,TA,CBlock,TA,TA,Mn,GLQ,661,Unf,0,203,864,Detchd,1977,Unf,2,884,TA,TA,Y,0,64,0,0,0
1095,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,248,Rec,240,448,936,Attchd,1956,Fin,1,308,TA,TA,Y,0,0,80,0,160
1096,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1290,1314,Attchd,2006,RFn,2,440,TA,TA,Y,0,22,0,0,0
1097,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,684,684,NA,0,NA,0,0,NA,NA,Y,136,0,115,0,0
1098,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1074,1074,Attchd,1987,RFn,2,461,TA,TA,Y,0,74,137,0,0
1099,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,672,Unf,0,0,672,Detchd,1936,Unf,1,240,TA,TA,Y,0,0,0,0,0
1100,Gable,CompShg,Plywood,Plywood,BrkFace,206,TA,TA,CBlock,Gd,TA,No,ALQ,704,Unf,0,567,1271,Attchd,1978,RFn,2,478,TA,TA,Y,0,0,0,0,0
1101,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Fa,No,Rec,290,Unf,0,0,290,Detchd,1930,Unf,1,246,TA,TA,N,0,0,0,0,0
1102,Gable,CompShg,HdBoard,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,412,LwQ,287,251,950,Detchd,1981,Unf,1,280,TA,TA,Y,0,0,0,0,0
1103,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45,TA,TA,CBlock,TA,TA,No,Rec,588,Unf,0,422,1010,Attchd,1960,RFn,1,254,TA,TA,Y,0,16,0,0,0
1104,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,655,Unf,0,0,655,BuiltIn,1954,Fin,2,539,TA,TA,Y,0,0,192,0,0
1105,Gable,CompShg,HdBoard,HdBoard,BrkFace,304,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,Detchd,1970,Unf,2,440,TA,TA,Y,0,0,0,0,0
1106,Gable,CompShg,HdBoard,HdBoard,BrkFace,362,Gd,TA,PConc,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,Attchd,1994,RFn,2,712,TA,TA,Y,186,32,0,0,0
1107,Hip,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,738,Unf,0,172,910,Attchd,1990,Fin,2,719,TA,TA,Y,0,244,0,0,0
1108,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,868,868,BuiltIn,2006,RFn,2,422,TA,TA,Y,0,100,0,0,0
1109,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,924,924,Attchd,2000,RFn,2,463,TA,TA,Y,100,48,0,0,0
1110,Gable,CompShg,MetalSd,MetalSd,Stone,42,Gd,TA,PConc,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,Attchd,2004,Fin,3,862,TA,TA,Y,125,185,0,0,0
1111,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,219,Unf,0,554,773,Attchd,1995,Fin,2,431,TA,TA,Y,224,84,0,0,0
1112,Hip,CompShg,Plywood,Plywood,BrkFace,660,TA,TA,CBlock,TA,TA,No,ALQ,403,Unf,0,400,803,Attchd,1976,RFn,2,483,TA,TA,Y,0,69,0,0,0
1113,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,GLQ,708,Unf,0,108,816,Detchd,1957,Unf,1,308,TA,TA,Y,0,0,0,0,0
1114,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,643,Unf,0,365,1008,Attchd,1953,Unf,1,240,TA,TA,Y,0,18,0,0,0
1115,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,415,Unf,0,418,833,Detchd,1955,Unf,1,326,TA,TA,Y,0,0,0,0,0
1116,Hip,CompShg,VinylSd,VinylSd,Stone,328,Gd,TA,PConc,Ex,TA,No,GLQ,1004,Unf,0,730,1734,Attchd,2007,RFn,3,928,TA,TA,Y,0,0,0,0,0
1117,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,353,Unf,0,55,408,BuiltIn,2002,Fin,2,527,TA,TA,Y,120,0,0,0,0
1118,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,702,Unf,0,192,894,Attchd,1967,RFn,2,450,TA,TA,Y,0,0,0,0,0
1119,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,BuiltIn,1958,RFn,1,300,TA,TA,Y,280,34,0,0,0
1120,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,369,Unf,0,671,1040,Attchd,1959,RFn,1,286,TA,TA,Y,140,0,252,0,0
1121,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1012,1012,Detchd,1920,Unf,1,308,TA,TA,Y,0,22,112,0,0
1122,Gable,CompShg,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,Attchd,2005,RFn,3,782,TA,TA,Y,144,20,0,0,0
1123,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,Basment,1956,Unf,1,288,TA,TA,Y,64,0,0,0,160
1124,Hip,CompShg,VinylSd,VinylSd,None,0,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,NA,0,NA,0,0,NA,NA,Y,0,200,0,0,0
1125,Gable,CompShg,HdBoard,HdBoard,BrkFace,170,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Attchd,1992,Fin,2,392,TA,TA,Y,100,25,0,0,0
1126,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1005,1005,Detchd,1977,Unf,2,672,Fa,Fa,Y,0,0,0,0,0
1127,Hip,CompShg,VinylSd,VinylSd,BrkFace,130,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1373,1373,Attchd,2007,Fin,3,660,TA,TA,Y,143,20,0,0,0
1128,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,Attchd,2004,Fin,3,630,TA,TA,Y,144,36,0,0,0
1129,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,847,847,BuiltIn,2004,Fin,2,434,TA,TA,Y,100,48,0,0,0
1130,Gable,CompShg,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,0,936,Detchd,1980,Unf,2,672,TA,TA,Y,49,0,0,0,0
1131,Gable,CompShg,WdShing,Plywood,None,0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,Detchd,1981,Unf,2,576,TA,TA,Y,431,44,0,0,0
1132,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,0,762,974,NA,0,NA,0,0,NA,NA,Y,0,28,0,0,0
1133,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,1008,Detchd,1930,Unf,1,205,Fa,TA,N,0,48,0,0,0
1134,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,Attchd,1995,RFn,2,466,TA,TA,Y,0,155,0,0,0
1135,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,916,916,Attchd,1997,Fin,2,460,TA,TA,Y,100,38,0,0,0
1136,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,Detchd,1926,Unf,1,180,TA,TA,Y,0,128,0,0,0
1137,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,0,752,1032,Attchd,1950,Unf,1,288,TA,TA,Y,0,0,96,0,0
1138,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,NA,0,NA,0,0,NA,NA,N,0,0,176,0,0
1139,Gable,CompShg,Plywood,ImStucc,None,0,TA,TA,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,Attchd,1977,RFn,2,714,TA,TA,Y,264,32,0,0,0
1140,Gable,CompShg,Stucco,Stucco,None,0,TA,Fa,BrkTil,TA,TA,No,BLQ,645,Unf,0,270,915,Detchd,1972,Unf,2,495,TA,TA,Y,0,0,216,0,126
1141,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,952,Detchd,1988,Unf,2,840,TA,TA,Y,0,0,0,0,0
1142,Gable,CompShg,Plywood,Plywood,BrkFace,44,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,Attchd,1976,Unf,2,484,TA,TA,Y,448,96,0,0,0
1143,Hip,CompShg,VinylSd,VinylSd,Stone,340,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,BuiltIn,2006,RFn,3,1052,TA,TA,Y,125,144,0,0,0
1144,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,NA,0,NA,0,0,NA,NA,Y,0,24,0,0,0
1145,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,Detchd,1941,Unf,1,280,TA,TA,Y,0,0,0,0,0
1146,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,1042,Detchd,1928,Unf,1,225,TA,TA,Y,0,0,0,0,0
1147,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,Attchd,1985,Unf,2,403,TA,TA,Y,165,26,0,0,0
1148,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,Attchd,1941,Unf,1,234,TA,TA,Y,0,0,0,0,0
1149,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,Detchd,1982,Unf,1,288,TA,TA,Y,0,0,176,0,0
1150,Hip,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,Detchd,1930,Unf,2,324,TA,TA,Y,0,0,0,0,0
1151,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,Attchd,1950,Unf,1,306,TA,TA,Y,0,0,214,0,0
1152,Gable,CompShg,HdBoard,Plywood,BrkFace,132,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,Attchd,1959,Fin,2,528,TA,TA,Y,0,140,0,0,100
1153,Gable,CompShg,Stone,Stone,None,0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,Attchd,1956,Fin,2,470,TA,TA,Y,0,0,280,0,0
1154,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,Detchd,2002,Unf,1,432,TA,TA,Y,0,0,96,0,0
1155,Gable,CompShg,VinylSd,VinylSd,Stone,288,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,Attchd,1965,Unf,2,492,TA,TA,Y,60,84,0,0,273
1156,Gable,CompShg,Plywood,Plywood,None,0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,Attchd,1976,RFn,2,528,TA,TA,Y,0,21,0,0,180
1157,Gable,CompShg,BrkFace,BrkFace,None,0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,Attchd,1965,RFn,2,502,TA,TA,Y,0,92,0,96,0
1158,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,Attchd,2008,RFn,2,626,TA,TA,Y,172,62,0,0,0
1159,Gable,CompShg,VinylSd,VinylSd,Stone,186,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Attchd,2008,RFn,3,830,TA,TA,Y,0,24,0,0,0
1160,Hip,CompShg,HdBoard,HdBoard,BrkFace,270,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,Attchd,1974,RFn,2,540,Gd,TA,Y,0,69,0,0,0
1161,Gable,CompShg,Plywood,Brk Cmn,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,Attchd,1978,Unf,2,440,TA,TA,Y,26,0,0,0,0
1162,Hip,CompShg,HdBoard,HdBoard,BrkFace,72,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,1296,Detchd,1993,Unf,2,924,TA,TA,Y,108,0,0,216,0
1163,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,Attchd,1968,Fin,2,450,TA,TA,Y,0,0,0,0,0
1164,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,CarPort,1969,Unf,2,400,Fa,TA,Y,120,0,0,0,0
1165,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,Attchd,1978,Unf,2,588,TA,TA,Y,168,180,0,0,0
1166,Gable,CompShg,VinylSd,VinylSd,Stone,268,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,Attchd,2009,RFn,2,644,TA,TA,Y,0,114,0,0,0
1167,Gable,CompShg,VinylSd,VinylSd,Stone,72,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,Attchd,2008,RFn,3,776,TA,TA,Y,160,33,0,0,0
1168,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,Attchd,2000,Fin,2,472,TA,TA,Y,0,38,0,0,0
1169,Hip,CompShg,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,Basment,1935,Unf,2,540,TA,TA,Y,0,0,0,0,90
1170,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,Attchd,1995,Fin,3,807,TA,TA,Y,361,76,0,0,0
1171,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,Attchd,1977,Fin,1,358,TA,TA,Y,203,0,0,0,0
1172,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,Attchd,1958,RFn,2,433,TA,TA,Y,0,0,0,0,288
1173,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,Detchd,2006,Fin,2,625,TA,TA,Y,0,54,0,0,0
1174,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,NA,0,NA,0,0,NA,NA,Y,122,0,0,0,0
1175,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,Detchd,1932,Unf,2,360,TA,TA,Y,0,0,0,0,0
1176,Hip,CompShg,HdBoard,HdBoard,BrkFace,337,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,Attchd,1992,Fin,2,541,TA,TA,Y,0,33,0,0,0
1177,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,Attchd,1984,Unf,1,264,TA,TA,Y,362,0,0,0,0
1178,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,Detchd,1926,Unf,1,210,TA,TA,N,0,0,116,0,0
1179,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,Detchd,1921,Unf,1,186,Fa,TA,Y,192,0,102,0,0
1180,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,N,0,36,190,0,0
1181,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,Attchd,1990,Fin,2,693,TA,TA,Y,0,0,0,0,0
1182,Hip,CompShg,CemntBd,CmentBd,Stone,186,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,Attchd,2008,Fin,2,482,TA,TA,Y,162,53,0,153,0
1183,Hip,CompShg,Wd Sdng,ImStucc,None,0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,Attchd,1996,Fin,3,813,TA,TA,Y,171,78,0,0,0
1184,Hip,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,Detchd,1970,Unf,2,720,TA,TA,Y,229,0,0,0,0
1185,Hip,CompShg,MetalSd,MetalSd,BrkFace,226,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,2Types,1963,RFn,3,995,TA,TA,Y,0,263,0,0,263
1186,Gable,CompShg,AsbShng,AsbShng,None,0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,Attchd,1965,Unf,1,392,TA,TA,Y,0,0,236,0,0
1187,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,CarPort,1920,Unf,2,420,Fa,Fa,Y,0,74,0,0,0
1188,Gable,CompShg,ImStucc,ImStucc,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,Attchd,1994,RFn,3,757,TA,TA,Y,0,114,192,0,0
1189,Gable,CompShg,VinylSd,VinylSd,BrkFace,95,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,Attchd,2002,RFn,2,493,TA,TA,Y,144,68,0,0,0
1190,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,Attchd,1999,Fin,2,442,TA,TA,Y,140,60,0,0,0
1191,Gable,CompShg,MetalSd,MetalSd,Stone,149,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,2Types,1975,Fin,4,1356,TA,TA,Y,439,0,0,0,0
1192,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,Detchd,1999,Unf,2,492,TA,TA,Y,206,0,0,0,0
1193,Gambrel,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,Detchd,1925,Unf,1,250,TA,Fa,P,0,0,84,0,0
1194,Hip,CompShg,VinylSd,VinylSd,BrkFace,425,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,Attchd,1999,Fin,2,402,TA,TA,Y,0,304,0,0,0
1195,Gable,CompShg,HdBoard,HdBoard,Stone,143,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,Attchd,1969,Fin,1,299,TA,TA,Y,379,36,0,0,0
1196,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Attchd,2005,Fin,2,400,TA,TA,Y,100,24,0,0,0
1197,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,BuiltIn,2006,Fin,3,660,TA,TA,Y,100,17,0,0,0
1198,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,Detchd,1916,Unf,1,225,TA,TA,Y,0,0,330,0,0
1199,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,Attchd,2001,RFn,2,573,TA,TA,Y,356,0,0,0,0
1200,Gable,CompShg,HdBoard,HdBoard,BrkFace,51,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,Attchd,1974,Unf,2,459,TA,TA,Y,0,82,0,0,0
1201,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,Attchd,1972,Unf,1,280,TA,TA,Y,0,0,0,0,0
1202,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,Attchd,1998,RFn,2,546,TA,TA,Y,198,36,0,0,0
1203,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,Detchd,1960,Unf,1,216,TA,TA,N,0,0,208,0,0
1204,Gable,CompShg,VinylSd,VinylSd,BrkFace,171,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,Attchd,2000,Unf,2,451,TA,TA,Y,74,234,0,0,0
1205,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,Attchd,1975,RFn,2,495,TA,TA,Y,0,88,0,0,0
1206,Hip,CompShg,HdBoard,HdBoard,BrkFace,234,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,Attchd,1990,RFn,3,701,TA,TA,Y,84,70,0,0,0
1207,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,Detchd,1966,Unf,1,384,TA,TA,Y,0,42,0,0,0
1208,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,Gd,TA,PConc,Gd,TA,Av,GLQ,340,Unf,0,1342,1682,Attchd,2003,RFn,2,544,TA,TA,Y,192,23,0,0,0
1209,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,Detchd,1980,Unf,2,506,TA,TA,Y,0,0,0,0,0
1210,Hip,CompShg,VinylSd,VinylSd,Stone,420,Gd,TA,PConc,Ex,TA,Mn,GLQ,1220,Unf,0,440,1660,Attchd,2006,RFn,2,500,TA,TA,Y,322,50,0,0,0
1211,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1055,1055,Attchd,1992,RFn,2,462,TA,TA,Y,635,104,0,0,0
1212,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,Basment,1988,RFn,2,492,TA,TA,Y,325,12,0,0,0
1213,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,Attchd,1941,Unf,1,234,TA,TA,N,0,113,0,0,0
1214,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648,Unf,0,0,648,Attchd,1965,Unf,1,364,TA,TA,Y,88,0,0,0,0
1215,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,784,Unf,0,141,925,Attchd,1962,Unf,1,300,TA,TA,Y,150,72,0,0,0
1216,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,374,340,894,Detchd,1966,RFn,1,384,TA,TA,Y,0,0,0,0,0
1217,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Attchd,1978,Unf,2,539,TA,TA,Y,0,0,0,0,0
1218,Gable,CompShg,CemntBd,CmentBd,Stone,72,Gd,TA,PConc,Gd,TA,Mn,GLQ,936,Unf,0,364,1300,Attchd,2009,RFn,2,552,TA,TA,Y,135,112,0,0,0
1219,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,0,NA,NA,N,0,0,0,0,0
1220,Gable,CompShg,CemntBd,CmentBd,BrkFace,236,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,NA,0,NA,0,0,NA,NA,N,201,0,0,0,0
1221,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,312,LwQ,600,0,912,Attchd,1964,Unf,1,288,TA,TA,Y,0,0,0,0,0
1222,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,250,LwQ,492,210,952,Attchd,1968,Unf,1,322,TA,TA,Y,0,63,0,0,0
1223,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,1040,Attchd,1949,Unf,1,315,TA,TA,Y,0,0,0,0,0
1224,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44,TA,TA,CBlock,TA,Fa,No,LwQ,756,Unf,0,1380,2136,Detchd,1951,Unf,2,528,TA,TA,Y,0,30,0,0,0
1225,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,64,788,Attchd,2004,Fin,2,388,TA,TA,Y,100,75,0,0,0
1226,Hip,CompShg,VinylSd,VinylSd,BrkFace,63,TA,Gd,CBlock,TA,TA,Av,GLQ,507,Unf,0,81,588,Attchd,1958,RFn,1,264,TA,TA,Y,224,0,0,0,0
1227,Gable,CompShg,VinylSd,VinylSd,Stone,74,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,894,894,BuiltIn,2007,Fin,3,668,TA,TA,Y,100,18,0,0,0
